ID,AREA,DATA,DISTRICT,CTYSOSID,FIPS,FIPS2,CTYNAME,CNTY,COUNTY,PRECINCT_I,PRECINCT_N
3112,4.546519,415,063FP1,063FP1,13063,063,Clayton,31,CLAYTON,FP1,FOREST PARK 1
3113,2.406839,1414,121HP01,121HP01,13121,121,Fulton,60,FULTON,HP01,HP01
3114,0.326866,1336,12112H1,12112H1,13121,121,Fulton,60,FULTON,12H1,12H1
3115,1.043266,1332,12112E1,12112E1,13121,121,Fulton,60,FULTON,12E1,12E1
3116,1.348541,1339,12112J,12112J,13121,121,Fulton,60,FULTON,12J,12J
3117,1.276201,1337,12112H2,12112H2,13121,121,Fulton,60,FULTON,12H2,12H2
3118,1.731401,416,063FP2,063FP2,13063,063,Clayton,31,CLAYTON,FP2,FOREST PARK 2
3119,4.531713,1342,12112M,12112M,13121,121,Fulton,60,FULTON,12M,12M
3120,1.515559,451,063MO2,063MO2,13063,063,Clayton,31,CLAYTON,MO2,MORROW 2
3121,0.70816,456,063MO7,063MO7,13063,063,Clayton,31,CLAYTON,MO7,MORROW 7
3122,1.174325,452,063MO3,063MO3,13063,063,Clayton,31,CLAYTON,MO3,MORROW 3
3123,2.811599,440,063LC1,063LC1,13063,063,Clayton,31,CLAYTON,LC1,LAKE CITY
3124,1.592698,453,063MO4,063MO4,13063,063,Clayton,31,CLAYTON,MO4,MORROW 4
3125,0.473977,458,063MO9,063MO9,13063,063,Clayton,31,CLAYTON,MO9,MORROW 9
3126,1.740235,455,063MO6,063MO6,13063,063,Clayton,31,CLAYTON,MO6,MORROW 6
3127,0.908053,450,063MO11,063MO11,13063,063,Clayton,31,CLAYTON,MO11,MORROW 11
3128,3.079474,413,063EW1,063EW1,13063,063,Clayton,31,CLAYTON,EW1,ELLENWOOD 1
3129,4.43762,448,063MO1,063MO1,13063,063,Clayton,31,CLAYTON,MO1,MORROW 1
3130,4.253868,781,089BL,089BL,13089,089,DeKalb,44,DEKALB,BL,BOULDERCREST ROAD
3131,4.554872,414,063EW2,063EW2,13063,063,Clayton,31,CLAYTON,EW2,ELLENWOOD 2
3132,2.59107,802,089CS,089CS,13089,089,DeKalb,44,DEKALB,CS,CEDAR GROVE SOUTH
3133,2.598772,787,089CD,089CD,13089,089,DeKalb,44,DEKALB,CD,CEDAR GROVE ELEM
3329,21.892773,93,021HA4,021HA4,13021,021,Bibb,11,BIBB,HA4,HAZZARD 4
3330,3.762747,91,021HA2,021HA2,13021,021,Bibb,11,BIBB,HA2,HAZZARD 2
3331,5.863309,95,021HO2,021HO2,13021,021,Bibb,11,BIBB,HO2,HOWARD 2
3332,26.42959,2124,20703,20703,13207,207,Monroe,102,MONROE,03,BURGAYS
3333,24.381723,2122,20701,20701,13207,207,Monroe,102,MONROE,01,BENTONS
3334,15.113627,92,021HA3,021HA3,13021,021,Bibb,11,BIBB,HA3,HAZZARD 3
3335,4.023077,89,021GF5,021GF5,13021,021,Bibb,11,BIBB,GF5,GODFREY 5
3336,2.986908,90,021HA1,021HA1,13021,021,Bibb,11,BIBB,HA1,HAZZARD 1
3337,5.937683,94,021HO1,021HO1,13021,021,Bibb,11,BIBB,HO1,HOWARD 1
3338,2.979373,106,021VV4,021VV4,13021,021,Bibb,11,BIBB,VV4,VINEVILLE 4
3339,2.463181,100,021HO7,021HO7,13021,021,Bibb,11,BIBB,HO7,HOWARD 7
3340,1.890933,99,021HO6,021HO6,13021,021,Bibb,11,BIBB,HO6,HOWARD 6
3341,2.827786,87,021GF3,021GF3,13021,021,Bibb,11,BIBB,GF3,GODFREY 3
3342,3.69177,88,021GF4,021GF4,13021,021,Bibb,11,BIBB,GF4,GODFREY 4
3343,4.094626,86,021GF2,021GF2,13021,021,Bibb,11,BIBB,GF2,GODFREY 2
3344,10.660323,85,021GF1,021GF1,13021,021,Bibb,11,BIBB,GF1,GODFREY 1
3345,1.821755,105,021VV3,021VV3,13021,021,Bibb,11,BIBB,VV3,VINEVILLE 3
3346,1.759779,108,021VV6,021VV6,13021,021,Bibb,11,BIBB,VV6,VINEVILLE 6
3347,1.73199,107,021VV5,021VV5,13021,021,Bibb,11,BIBB,VV5,VINEVILLE 5
3348,2.254331,97,021HO4,021HO4,13021,021,Bibb,11,BIBB,HO4,HOWARD 4
3349,0.824094,104,021VV2,021VV2,13021,021,Bibb,11,BIBB,VV2,VINEVILLE 2
3350,2.669902,103,021VV1,021VV1,13021,021,Bibb,11,BIBB,VV1,VINEVILLE 1
3351,5.477861,82,021EM3,021EM3,13021,021,Bibb,11,BIBB,EM3,EAST MACON 3
3352,9.720147,96,021HO3,021HO3,13021,021,Bibb,11,BIBB,HO3,HOWARD 3
3353,2.116878,98,021HO5,021HO5,13021,021,Bibb,11,BIBB,HO5,HOWARD 5
3354,43.542431,1984,1699,1699,13169,169,Jones,84,JONES,9,FINNEY
3355,20.527765,1924,153BMS,153BMS,13153,153,Houston,76,HOUSTON,BMS,BMS
3356,26.460337,1934,153WELL,153WELL,13153,153,Houston,76,HOUSTON,WELL,WELL
3357,122.892258,2528,289GI,289GI,13289,289,Twiggs,143,TWIGGS,GI,GOLDEN ISLES
3358,79.705124,2531,289SG/T,289SG/T,13289,289,Twiggs,143,TWIGGS,SG/T,SHADY GROVE-TARVERS
3359,3.166839,80,021EM1,021EM1,13021,021,Bibb,11,BIBB,EM1,EAST MACON 1
3360,3.709307,81,021EM2,021EM2,13021,021,Bibb,11,BIBB,EM2,EAST MACON 2
3361,4.2043,83,021EM4,021EM4,13021,021,Bibb,11,BIBB,EM4,EAST MACON 4
3362,30.035515,84,021EM5,021EM5,13021,021,Bibb,11,BIBB,EM5,EAST MACON 5
3363,23.049126,1976,16910,16910,13169,169,Jones,84,JONES,10,HAWKINS
3364,14.538673,1979,1693,1693,13169,169,Jones,84,JONES,3,ROBERTS
3365,22.458414,1978,1692,1692,13169,169,Jones,84,JONES,2,CLINTON
3366,18.379555,1975,1691,1691,13169,169,Jones,84,JONES,1,GRAY
3367,3.528712,1977,16911,16911,13169,169,Jones,84,JONES,11,ETHRIDGE
3368,56.979904,2527,289DB,289DB,13289,289,Twiggs,143,TWIGGS,DB,DRY BRANCH
3369,48.951569,1980,1694,1694,13169,169,Jones,84,JONES,4,DAVIDSON
3370,29.365408,2128,20707,20707,13207,207,Monroe,102,MONROE,07,DILLARDS
3371,32.925858,2125,20704,20704,13207,207,Monroe,102,MONROE,04,CABANISS
3372,43.495323,2133,20712,20712,13207,207,Monroe,102,MONROE,12,MIDDLEBROOKS
3373,21.192926,1983,1698,1698,13169,169,Jones,84,JONES,8,SANDERS
3374,246.38472,1947,159295,159295,13159,159,Jasper,79,JASPER,295,MONTICELLO
3375,22.726759,2907,035STARK,035STARK,13035,035,Butts,18,BUTTS,STARK,STARK UNITED METHODIST CHURCH
3376,40.184006,1948,159296,159296,13159,159,Jasper,79,JASPER,296,MARTIN & BURNEY
3377,28.108461,2192,21706BRW,21706BRW,13217,217,Newton,107,NEWTON,06BRW,06-BREWERS
3378,19.562122,2199,21714LEG,21714LEG,13217,217,Newton,107,NEWTON,14LEG,14-LEGUINN
3379,30.338539,2200,21715MN,21715MN,13217,217,Newton,107,NEWTON,15MN,15-MANSFIELD
3380,12.369163,2201,21716NB,21716NB,13217,217,Newton,107,NEWTON,16NB,16-NEWBORN
3381,87.054993,1946,159290,159290,13159,159,Jasper,79,JASPER,290,WYATT
3382,115.044075,1982,1696,1696,13169,169,Jones,84,JONES,6,BARRON
3383,84.9245,1981,1695,1695,13169,169,Jones,84,JONES,5,POPE
3585,105.822144,2146,21104,21104,13211,211,Morgan,104,MORGAN,04,DFACS
3586,162.37587,2286,237101,237101,13237,237,Putnam,117,PUTNAM,101,101
3587,23.600037,2529,289HV,289HV,13289,289,Twiggs,143,TWIGGS,HV,HIGGSVILLE
3588,79.661934,2530,289JV/W,289JV/W,13289,289,Twiggs,143,TWIGGS,JV/W,JEFFERSONVILLE-WARE
3589,69.985809,1999,17512,17512,13175,175,Laurens,87,LAURENS,12,DUDLEY
3590,32.452538,2670,31911,31911,13319,319,Wilkinson,158,WILKINSON,11,TURKEY CREEK
3591,46.740067,2664,31904,31904,13319,319,Wilkinson,158,WILKINSON,04,HIGH HILL
3592,32.793789,2669,31910,31910,13319,319,Wilkinson,158,WILKINSON,10,RAMAH
3593,80.535187,2665,31905,31905,13319,319,Wilkinson,158,WILKINSON,05,IRWINTON
3594,33.751823,26,009322,009322,13009,009,Baldwin,5,BALDWIN,322,COOPERS
3595,26.22122,2666,31906,31906,13319,319,Wilkinson,158,WILKINSON,06,IVEY
3596,14.121748,2668,31908,31908,13319,319,Wilkinson,158,WILKINSON,08,MIDWAY
3597,17.524368,21,0091714,0091714,13009,009,Baldwin,5,BALDWIN,1714,SCOTTBORO
3598,59.885334,2662,31902,31902,13319,319,Wilkinson,158,WILKINSON,02,BLOODWORTH
3599,78.961716,2004,17518,17518,13175,175,Laurens,87,LAURENS,18,WT ADAMS FIRE STATION 18
3600,41.226505,2663,31903,31903,13319,319,Wilkinson,158,WILKINSON,03,GRIFFIN
3601,35.522903,1994,17505,17505,13175,175,Laurens,87,LAURENS,05,FIRE DEPT STATION 5
3602,4.740034,1992,17503,17503,13175,175,Laurens,87,LAURENS,03,FBC-FLC
3603,8.11623,1993,17504,17504,13175,175,Laurens,87,LAURENS,04,CALHOUN PARK
3604,56.758686,1995,17507,17507,13175,175,Laurens,87,LAURENS,07,BUCKEYE
3605,59.439335,1973,1671301,1671301,13167,167,Johnson,83,JOHNSON,1301,BRAY
3606,118.215973,2667,31907,31907,13319,319,Wilkinson,158,WILKINSON,07,LORD
3607,107.272919,2595,30388,30388,13303,303,Washington,150,WASHINGTON,88,OCONEE
3608,62.955723,23,009319,009319,13009,009,Baldwin,5,BALDWIN,319,WEST BALDWIN
3609,18.299549,33,009MERI,009MERI,13009,009,Baldwin,5,BALDWIN,MERI,MERIWETHER
3610,13.366949,25,009321W,009321W,13009,009,Baldwin,5,BALDWIN,321W,WEST HARDWICK
3611,7.370002,27,009CTY1,009CTY1,13009,009,Baldwin,5,BALDWIN,CTY1,SOUTH MILLEDGEVILLE
3612,0.738549,30,009CTY4,009CTY4,13009,009,Baldwin,5,BALDWIN,CTY4,COURTHOUSE
3613,1.250292,31,009CTY5,009CTY5,13009,009,Baldwin,5,BALDWIN,CTY5,WEST THOMAS
3614,13.390268,22,009318,009318,13009,009,Baldwin,5,BALDWIN,318,NORTH BALDWIN
3615,64.522171,2290,237107,237107,13237,237,Putnam,117,PUTNAM,107,107
3616,4.962018,28,009CTY2,009CTY2,13009,009,Baldwin,5,BALDWIN,CTY2,CITY HALL ANNEX
3617,1.439865,24,009321E,009321E,13009,009,Baldwin,5,BALDWIN,321E,EAST HARDWICK
3618,2.856937,29,009CTY3,009CTY3,13009,009,Baldwin,5,BALDWIN,CTY3,BODDIE
3619,3.30389,32,009CTY6,009CTY6,13009,009,Baldwin,5,BALDWIN,CTY6,NORTH MILLEDGEVILLE
3841,87.19426,34,009MONT,009MONT,13009,009,Baldwin,5,BALDWIN,MONT,EAST BALDWIN
3842,63.310467,1839,1411A,1411A,13141,141,Hancock,70,HANCOCK,1A,Devereux Fire
3843,38.32795,1845,1413C,1413C,13141,141,Hancock,70,HANCOCK,3C,WARREN CHAPEL
3844,69.291077,2287,237104,237104,13237,237,Putnam,117,PUTNAM,104,104
3845,37.545284,2288,237105,237105,13237,237,Putnam,117,PUTNAM,105,105
3846,27.105419,2289,237106,237106,13237,237,Putnam,117,PUTNAM,106,106
3847,99.017265,1644,133008,133008,13133,133,Greene,66,GREENE,008,OLD SALEM
3848,78.69471,2599,30399,30399,13303,303,Washington,150,WASHINGTON,99,DEEPSTEP
3849,66.722275,1847,1414B,1414B,13141,141,Hancock,70,HANCOCK,4B,SECOND DARRIEN
3850,45.944439,1842,1412B,1412B,13141,141,Hancock,70,HANCOCK,2B,SECOND BEULAH
3851,8.269787,1840,1411B,1411B,13141,141,Hancock,70,HANCOCK,1B,St Mark
3852,46.434616,1846,1414A,1414A,13141,141,Hancock,70,HANCOCK,4A,YOUTH CENTER
3853,78.50927,1844,1413B,1413B,13141,141,Hancock,70,HANCOCK,3B,POWER OF GOD
3854,25.041615,1643,133006,133006,13133,133,Greene,66,GREENE,006,WHITE PLAINS
3855,45.058777,1642,133005,133005,13133,133,Greene,66,GREENE,005,SILOAM
3856,31.194626,1841,1412A,1412A,13141,141,Hancock,70,HANCOCK,2A,COURTHOUSE
3857,65.609276,1843,1413A,1413A,13141,141,Hancock,70,HANCOCK,3A,MAYFIELD COMMUNITY CENTER
3858,70.388672,633,0696,0696,13069,069,Coffee,34,COFFEE,6,WEST GREEN
3859,109.294746,632,0695,0695,13069,069,Coffee,34,COFFEE,5,NICHOLLS
3860,93.379105,1955,161402,161402,13161,161,Jeff Davis,80,JEFF DAVIS,402,WHITEHEAD 2
3861,52.980232,1957,161502,161502,13161,161,Jeff Davis,80,JEFF DAVIS,502,OCMULGEE 2
3862,82.767502,2458,271LU,271LU,13271,271,Telfair,134,TELFAIR,LU,LUMBER-CITY
3863,51.361328,1953,161302,161302,13161,161,Jeff Davis,80,JEFF DAVIS,302,BLACKBURN 2
3864,13.917129,1954,161401,161401,13161,161,Jeff Davis,80,JEFF DAVIS,401,WHITEHEAD 1
3865,23.694111,1956,161501,161501,13161,161,Jeff Davis,80,JEFF DAVIS,501,OCMULGEE 1
3866,286.057648,15,005DOUGL,005DOUGL,13005,005,Bacon,3,BACON,DOUGL,DOUGLAS
3867,55.285046,8,0014D,0014D,13001,001,Appling,1,APPLING,4D,4D
3868,22.078352,1952,161301,161301,13161,161,Jeff Davis,80,JEFF DAVIS,301,BLACKBURN 1
3869,52.480663,10,0015B,0015B,13001,001,Appling,1,APPLING,5B,5B
3870,9.44399,1950,161201,161201,13161,161,Jeff Davis,80,JEFF DAVIS,201,ALTAMAHA 1
3871,16.259905,1949,161100,161100,13161,161,Jeff Davis,80,JEFF DAVIS,100,HAZLEHURST
3872,52.533222,1951,161202,161202,13161,161,Jeff Davis,80,JEFF DAVIS,202,ALTAMAHA 2
3873,27.829531,9,0015A,0015A,13001,001,Appling,1,APPLING,5A,5A
3874,30.48398,3,0011C,0011C,13001,001,Appling,1,APPLING,1C,1C
3875,57.798428,2,0011B,0011B,13001,001,Appling,1,APPLING,1B,1B
3876,26.149836,2461,271SC,271SC,13271,271,Telfair,134,TELFAIR,SC,SCOTLAND
3877,193.091675,2613,3091,3091,13309,309,Wheeler,153,WHEELER,1,ALAMO
3878,107.381432,2614,3092,3092,13309,309,Wheeler,153,WHEELER,2,GLENWOOD
3879,43.735245,2140,20905,20905,13209,209,Montgomery,103,MONTGOMERY,05,MOUNT VERNON
3880,73.05175,2002,17515,17515,13175,175,Laurens,87,LAURENS,15,MINTER
3881,29.443432,2509,283SOPE,283SOPE,13283,283,Treutlen,140,TREUTLEN,SOPE,SOPERTON
3882,57.360786,2142,20907,20907,13209,209,Montgomery,103,MONTGOMERY,07,UVALDA
3883,25.451431,2137,20902,20902,13209,209,Montgomery,103,MONTGOMERY,02,ALSTON
3884,30.802395,2136,20901,20901,13209,209,Montgomery,103,MONTGOMERY,01,AILEY
3885,31.472687,2138,20903,20903,13209,209,Montgomery,103,MONTGOMERY,03,HIGGSTON
3886,84.683693,2502,27943,27943,13279,279,Toombs,138,TOOMBS,43,43 CEDAR CROSSING
3887,41.768757,2503,279513,279513,13279,279,Toombs,138,TOOMBS,513,513 VPD
3888,30.082462,2141,20906,20906,13209,209,Montgomery,103,MONTGOMERY,06,TARRYTOWN
3889,25.952919,2139,20904,20904,13209,209,Montgomery,103,MONTGOMERY,04,KIBBEE
3890,173.129242,2508,283ANNEX,283ANNEX,13283,283,Treutlen,140,TREUTLEN,ANNEX,ANNEX
3891,50.867813,2504,279514,279514,13279,279,Toombs,138,TOOMBS,514,514 STIALC
3892,57.805267,1063,1070050,1070050,13107,107,Emanuel,53,EMANUEL,0050,OAK PARK
3893,45.203922,1071,1071502,1071502,13107,107,Emanuel,53,EMANUEL,1502,NUNEZ
3894,47.177074,2267,2294B,2294B,13229,229,Pierce,113,PIERCE,4B,MERSHON
3895,86.156128,7,0014B,0014B,13001,001,Appling,1,APPLING,4B,4B
3896,86.04277,6,0013C,0013C,13001,001,Appling,1,APPLING,3C,3C
4097,0.925688,1403,121EP03B,121EP03B,13121,121,Fulton,60,FULTON,EP03B,EP03B
4098,1.819836,1522,121SC23C,121SC23C,13121,121,Fulton,60,FULTON,SC23C,SC23C
4099,1.168656,476,063RD11,063RD11,13063,063,Clayton,31,CLAYTON,RD11,RIVERDALE 11
4100,1.36343,1520,121SC23A,121SC23A,13121,121,Fulton,60,FULTON,SC23A,SC23A
4101,0.965214,1523,121SC27,121SC27,13121,121,Fulton,60,FULTON,SC27,SC27
4102,0.338863,1392,121CP083,121CP083,13121,121,Fulton,60,FULTON,CP083,CP083
4103,0.20848,1394,121CP08A,121CP08A,13121,121,Fulton,60,FULTON,CP08A,CP08A
4104,1.932752,473,063RD08,063RD08,13063,063,Clayton,31,CLAYTON,RD08,RIVERDALE 8
4105,1.43987,466,063RD01,063RD01,13063,063,Clayton,31,CLAYTON,RD01,RIVERDALE 1
4106,1.454525,468,063RD03,063RD03,13063,063,Clayton,31,CLAYTON,RD03,RIVERDALE 3
4107,0.68776,462,063OAK4,063OAK4,13063,063,Clayton,31,CLAYTON,OAK4,OAK 4
4108,0.522072,3123,063OAK6,063OAK6,13063,063,Clayton,31,CLAYTON,OAK6,OAK 6
4109,1.007709,460,063OAK2,063OAK2,13063,063,Clayton,31,CLAYTON,OAK2,OAK 2
4110,0.883047,475,063RD10,063RD10,13063,063,Clayton,31,CLAYTON,RD10,RIVERDALE 10
4111,1.345343,3153,063OAK3,063OAK3,13063,063,Clayton,31,CLAYTON,OAK3,OAK 3
4112,0.124994,1384,121CP06B,121CP06B,13121,121,Fulton,60,FULTON,CP06B,CP06B
4113,0.624814,1383,121CP06A,121CP06A,13121,121,Fulton,60,FULTON,CP06A,CP06A
4114,0.042703,1380,121CP051,121CP051,13121,121,Fulton,60,FULTON,CP051,CP051
4115,0.255777,1382,121CP05B,121CP05B,13121,121,Fulton,60,FULTON,CP05B,CP05B
4116,0.041825,1390,121CP07F,121CP07F,13121,121,Fulton,60,FULTON,CP07F,CP07F
4117,0.73893,1386,121CP07B,121CP07B,13121,121,Fulton,60,FULTON,CP07B,CP07B
4118,0.500465,1379,121CP04B,121CP04B,13121,121,Fulton,60,FULTON,CP04B,CP04B
4119,0.043161,1378,121CP04A,121CP04A,13121,121,Fulton,60,FULTON,CP04A,CP04A
4120,0.859019,1375,121CP012,121CP012,13121,121,Fulton,60,FULTON,CP012,CP012
4121,2.023447,1402,121EP03A,121EP03A,13121,121,Fulton,60,FULTON,EP03A,EP03A
4122,0.422112,1374,121CP011,121CP011,13121,121,Fulton,60,FULTON,CP011,CP011
4123,0.419854,2783,121EP01C,121EP01C,13121,121,Fulton,60,FULTON,EP01C,EP01C
4124,1.011111,1395,121EP01A,121EP01A,13121,121,Fulton,60,FULTON,EP01A,EP01A
4125,6.928043,459,063OAK1,063OAK1,13063,063,Clayton,31,CLAYTON,OAK1,OAK 1
4126,1.09311,1377,121CP02,121CP02,13121,121,Fulton,60,FULTON,CP02,CP02
4127,0.145014,1376,121CP01B,121CP01B,13121,121,Fulton,60,FULTON,CP01B,CP01B
4128,0.522276,1399,121EP02C,121EP02C,13121,121,Fulton,60,FULTON,EP02C,EP02C
4129,1.309737,1397,121EP02A,121EP02A,13121,121,Fulton,60,FULTON,EP02A,EP02A
4130,0.351351,1333,12112E2,12112E2,13121,121,Fulton,60,FULTON,12E2,12E2
4131,1.424612,1314,12111B,12111B,13121,121,Fulton,60,FULTON,11B,11B
4132,0.543939,1479,121SC02,121SC02,13121,121,Fulton,60,FULTON,SC02,SC02
4133,0.360568,2705,12111B2,12111B2,13121,121,Fulton,60,FULTON,11B2,11B2
4134,1.934018,2709,12111C2,12111C2,13121,121,Fulton,60,FULTON,11C2,11C2
4135,1.338189,1315,12111B1,12111B1,13121,121,Fulton,60,FULTON,11B1,11B1
4136,1.132106,1504,121SC14A,121SC14A,13121,121,Fulton,60,FULTON,SC14A,SC14A
4137,0.251633,1526,121SC30A,121SC30A,13121,121,Fulton,60,FULTON,SC30A,SC30A
4138,2.092195,1299,12110A,12110A,13121,121,Fulton,60,FULTON,10A,10A
4139,0.636691,1301,12110C,12110C,13121,121,Fulton,60,FULTON,10C,10C
4140,1.272311,1326,12111N,12111N,13121,121,Fulton,60,FULTON,11N,11N
4141,0.862777,1324,12111M,12111M,13121,121,Fulton,60,FULTON,11M,11M
4142,1.300151,1325,12111M1,12111M1,13121,121,Fulton,60,FULTON,11M1,11M1
4143,0.902621,1527,121SC30B,121SC30B,13121,121,Fulton,60,FULTON,SC30B,SC30B
4144,0.226954,1316,12111C,12111C,13121,121,Fulton,60,FULTON,11C,11C
4353,286.804413,2591,3011,3011,13301,301,Warren,149,WARREN,1,WARRENTON
4354,45.250114,1958,1630076,1630076,13163,163,Jefferson,81,JEFFERSON,0076,STAPLETON
4355,22.285606,1965,1631593,1631593,13163,163,Jefferson,81,JEFFERSON,1593,AVERA
4356,57.273216,1593,125MILL,125MILL,13125,125,Glascock,62,GLASCOCK,MILL,MILL
4357,29.66441,1964,1631460,1631460,13163,163,Jefferson,81,JEFFERSON,1460,STAPLETON CROSSROADS
4358,68.222404,1960,1630081,1630081,13163,163,Jefferson,81,JEFFERSON,0081,WRENS
4359,36.358612,2064,189104,189104,13189,189,McDuffie,97,MCDUFFIE,104,SWEETWATER
4360,29.14514,2059,189102,189102,13189,189,McDuffie,97,MCDUFFIE,102,CEDAR ROCK
4361,2.758444,2065,189103,189103,13189,189,McDuffie,97,MCDUFFIE,103,DEPOT
4362,23.832073,2066,189105,189105,13189,189,McDuffie,97,MCDUFFIE,105,WHITE OAK
4363,39.19442,2061,189107,189107,13189,189,McDuffie,97,MCDUFFIE,107,FORT CREEK
4364,30.511803,2062,189106,189106,13189,189,McDuffie,97,MCDUFFIE,106,DEARING
4365,11.75255,660,073024,073024,13073,073,Columbia,36,COLUMBIA,024,Second Mount Moriah Baptist Church
4366,11.210331,661,073025,073025,13073,073,Columbia,36,COLUMBIA,025,Bessie Thomas Center
4367,58.594059,653,073010,073010,13073,073,Columbia,36,COLUMBIA,010,Kiokee Bapt Church
4368,53.710636,1066,1070057,1070057,13107,107,Emanuel,53,EMANUEL,0057,SUMMERTON
4369,69.291695,1072,1071560,1071560,13107,107,Emanuel,53,EMANUEL,1560,TWIN CITY
4370,35.879288,1070,1071429,1071429,13107,107,Emanuel,53,EMANUEL,1429,GARFILED
4371,79.486603,1069,1071333,1071333,13107,107,Emanuel,53,EMANUEL,1333,CANOOCHEE
4372,50.287178,155,0330007,0330007,13033,033,Burke,17,BURKE,0007,MIDVILLE
4373,53.918884,161,0330013,0330013,13033,033,Burke,17,BURKE,0013,VIDETTE
4374,46.631939,158,0330010,0330010,13033,033,Burke,17,BURKE,0010,SCOTTS CROSSROADS
4375,65.031502,136,03112,03112,13031,031,Bulloch,16,BULLOCH,12,PORTAL
4376,105.641479,1970,1655,1655,13165,165,Jenkins,82,JENKINS,5,FOUR POINTS
4377,40.069817,133,0311,0311,13031,031,Bulloch,16,BULLOCH,1,LOCKHART
4378,38.519806,141,0312,0312,13031,031,Bulloch,16,BULLOCH,2,BLITCH
4379,51.216187,2389,25105,25105,13251,251,Screven,124,SCREVEN,05,ROCKY FORD
4380,13.6394,1966,1651,1651,13165,165,Jenkins,82,JENKINS,1,PRIMARY SCHOOL
4381,135.242798,1968,1653,1653,13165,165,Jenkins,82,JENKINS,3,PERKINS
4382,1.739542,1967,1652,1652,13165,165,Jenkins,82,JENKINS,2,COURT HOUSE
4383,50.50621,156,0330008,0330008,13033,033,Burke,17,BURKE,0008,MUNNERLYN
4384,96.400032,1969,1654,1654,13165,165,Jenkins,82,JENKINS,4,SENIOR CITIZENS CENTER
4385,40.225929,149,0330001,0330001,13033,033,Burke,17,BURKE,0001,ALEXANDER
4386,49.045479,152,0330004,0330004,13033,033,Burke,17,BURKE,0004,GOUGH
4387,49.415874,1959,1630077,1630077,13163,163,Jefferson,81,JEFFERSON,0077,MATTHEWS
4388,7.160845,2356,245801,245801,13245,245,Richmond,121,RICHMOND,801,801
4389,7.722486,154,0330006,0330006,13033,033,Burke,17,BURKE,0006,KEYSVILLE
4390,53.219448,160,0330012,0330012,13033,033,Burke,17,BURKE,0012,ST CLAIR
4391,58.108776,164,0330016,0330016,13033,033,Burke,17,BURKE,0016,BLAKENEY
4392,66.487595,150,0330002,0330002,13033,033,Burke,17,BURKE,0002,FOUR POINTS
4393,19.589453,2361,245804H,245804H,13245,245,Richmond,121,RICHMOND,804H,804H
4394,9.456977,2367,245810,245810,13245,245,Richmond,121,RICHMOND,810,810
4395,12.936414,659,073022,073022,13073,073,Columbia,36,COLUMBIA,022,HARLEM SENIOR CENTER
4396,63.141308,2359,245803,245803,13245,245,Richmond,121,RICHMOND,803,803
4397,2.575722,2357,245801B,245801B,13245,245,Richmond,121,RICHMOND,801B,801B
4398,13.918789,658,073020,073020,13073,073,Columbia,36,COLUMBIA,020,Harlem Branch Library
4399,6.122084,662,073026,073026,13073,073,Columbia,36,COLUMBIA,026,Philadelphia Church
4400,4.478142,666,073033,073033,13073,073,Columbia,36,COLUMBIA,033,Grovetown Dept of Public Safety Station #2
4401,7.6837,663,073030,073030,13073,073,Columbia,36,COLUMBIA,030,Liberty Park-Grovetown
4609,1.543166,664,073031,073031,13073,073,Columbia,36,COLUMBIA,031,Grovetown Methodist
4610,3.313905,667,073034,073034,13073,073,Columbia,36,COLUMBIA,034,Grove First Baptist Church
4611,3.628927,3095,073019,073019,13073,073,Columbia,36,COLUMBIA,019,Columbia Co. Health Dept.
4612,1.064385,3097,073014,073014,13073,073,Columbia,36,COLUMBIA,014,Stevens Creek Church-Grovetown
4613,6.216814,3098,073068,073068,13073,073,Columbia,36,COLUMBIA,068,Parkway Elementary
4614,1.494286,657,073018,073018,13073,073,Columbia,36,COLUMBIA,018,NEW LIFE CHURCH
4615,3.191689,655,073016,073016,13073,073,Columbia,36,COLUMBIA,016,Woodlawn Bapt Church
4616,4.011574,654,073015,073015,13073,073,Columbia,36,COLUMBIA,015,Lewis Methodist
4617,2.517057,656,073017,073017,13073,073,Columbia,36,COLUMBIA,017,PATRIOTS PARK
4618,3.209996,673,073062,073062,13073,073,Columbia,36,COLUMBIA,062,Parkway Baptist Church
4619,5.082812,3111,245811,245811,13245,245,Richmond,121,RICHMOND,811,811
4620,14.996231,2360,245804,245804,13245,245,Richmond,121,RICHMOND,804,804
4621,3.431798,2364,245807,245807,13245,245,Richmond,121,RICHMOND,807,807
4622,2.303116,2334,245406,245406,13245,245,Richmond,121,RICHMOND,406,406
4623,3.587503,2333,245405,245405,13245,245,Richmond,121,RICHMOND,405,405
4624,0.977764,3105,245401,245401,13245,245,Richmond,121,RICHMOND,401,401
4625,1.155427,2332,245606,245606,13245,245,Richmond,121,RICHMOND,606,606
4626,4.658916,2342,245601,245601,13245,245,Richmond,121,RICHMOND,601,601
4627,1.960652,2341,245403,245403,13245,245,Richmond,121,RICHMOND,403,403
4628,2.505702,2335,245501,245501,13245,245,Richmond,121,RICHMOND,501,501
4629,6.374444,665,073032,073032,13073,073,Columbia,36,COLUMBIA,032,G A APOSTOLIC CHURCH
4630,1.055361,678,073075,073075,13073,073,Columbia,36,COLUMBIA,075,BELAIR BAPTIST CHURCH
4631,7.102906,2329,245310,245310,13245,245,Richmond,121,RICHMOND,310,310
4632,9.393176,2331,245402,245402,13245,245,Richmond,121,RICHMOND,402,402
