STATEFP20,COUNTYFP20,VTDST20,GEOID20,NAME20,GEOID,ADJPOP,TAWHITEALN,TABLACKCMB,TAAIANCMB,TAASIANCMB,TANHOPICMB,TAOTHERALN,TA2RACE,TAHISPANIC
32,031,003002,32031003002,Precinct No. 3002,7000000US32031003002,1,0,0,1,1,0,0,1,1
32,031,003003,32031003003,Precinct No. 3003,7000000US32031003003,15,4,7,3,2,0,0,6,5
32,031,003004,32031003004,Precinct No. 3004,7000000US32031003004,1229,642,87,39,117,21,235,142,410
32,031,003005,32031003005,Precinct No. 3005,7000000US32031003005,354,139,29,19,17,9,127,40,191
32,031,003006,32031003006,Precinct No. 3006,7000000US32031003006,726,463,46,32,81,15,56,62,174
32,031,003007,32031003007,Precinct No. 3007,7000000US32031003007,2702,1121,88,83,183,36,933,365,1470
32,031,003008,32031003008,Precinct No. 3008,7000000US32031003008,2339,690,108,91,155,40,962,403,1544
32,031,003009,32031003009,Precinct No. 3009,7000000US32031003009,2839,1803,194,162,199,37,275,358,595
32,031,003010,32031003010,Precinct No. 3010,7000000US32031003010,2497,1327,121,132,209,64,475,325,830
32,031,003011,32031003011,Precinct No. 3011,7000000US32031003011,600,411,46,20,51,17,23,74,79
32,031,003012,32031003012,Precinct No. 3012,7000000US32031003012,2532,1414,98,90,142,20,547,339,1034
32,031,003013,32031003013,Precinct No. 3013,7000000US32031003013,153,102,18,14,7,2,14,15,24
32,031,003014,32031003014,Precinct No. 3014,7000000US32031003014,403,143,15,13,11,8,129,108,276
32,031,003015,32031003015,Precinct No. 3015,7000000US32031003015,182,100,22,12,7,7,12,43,35
32,031,003016,32031003016,Precinct No. 3016,7000000US32031003016,3613,1215,133,124,342,36,1271,650,2180
32,031,003017,32031003017,Precinct No. 3017,7000000US32031003017,2752,1038,157,152,238,28,849,430,1613
32,031,003018,32031003018,Precinct No. 3018,7000000US32031003018,2600,888,209,149,166,106,749,491,1537
32,031,003019,32031003019,Precinct No. 3019,7000000US32031003019,1899,832,160,102,227,71,364,273,724
32,031,003020,32031003020,Precinct No. 3020,7000000US32031003020,1570,738,117,58,238,28,255,228,468
32,031,003021,32031003021,Precinct No. 3021,7000000US32031003021,63,11,8,4,9,0,26,17,40
32,031,003022,32031003022,Precinct No. 3022,7000000US32031003022,1786,1033,50,83,171,18,279,241,578
32,031,003023,32031003023,Precinct No. 3023,7000000US32031003023,1847,590,164,67,99,19,634,392,1111
32,031,003024,32031003024,Precinct No. 3024,7000000US32031003024,1951,1096,44,67,239,14,319,275,698
32,031,003025,32031003025,Precinct No. 3025,7000000US32031003025,31,14,4,4,1,1,4,10,20
32,031,003026,32031003026,Precinct No. 3026,7000000US32031003026,2393,1516,82,118,215,38,293,315,606
32,031,003027,32031003027,Precinct No. 3027,7000000US32031003027,29,0,1,5,22,0,1,8,6
32,031,003028,32031003028,Precinct No. 3028,7000000US32031003028,1719,523,131,44,91,15,696,289,1084
32,031,003029,32031003029,Precinct No. 3029,7000000US32031003029,616,346,14,38,60,6,91,98,221
32,031,003030,32031003030,Precinct No. 3030,7000000US32031003030,783,527,17,20,66,5,103,88,172
32,031,003031,32031003031,Precinct No. 3031,7000000US32031003031,1432,812,70,45,99,6,298,179,518
32,031,003032,32031003032,Precinct No. 3032,7000000US32031003032,1151,728,47,58,145,24,76,178,231
32,031,003035,32031003035,Precinct No. 3035,7000000US32031003035,0,0,0,0,0,0,0,0,0
32,031,003036,32031003036,Precinct No. 3036,7000000US32031003036,746,300,82,16,75,38,165,101,330
32,031,003038,32031003038,Precinct No. 3038,7000000US32031003038,3290,2002,88,94,748,33,144,456,545
32,031,003039,32031003039,Precinct No. 3039,7000000US32031003039,12,3,1,3,0,3,0,8,3
32,031,003040,32031003040,Precinct No. 3040,7000000US32031003040,1389,426,125,73,105,43,474,237,779
32,031,004000,32031004000,Precinct No. 4000,7000000US32031004000,2627,1050,300,114,262,46,672,375,1081
32,031,004003,32031004003,Precinct No. 4003,7000000US32031004003,1037,636,57,55,101,4,132,117,276
32,031,004005,32031004005,Precinct No. 4005,7000000US32031004005,1894,941,123,88,92,12,424,327,781
32,031,004007,32031004007,Precinct No. 4007,7000000US32031004007,43,19,1,6,6,1,5,12,12
32,031,004009,32031004009,Precinct No. 4009,7000000US32031004009,1947,1156,183,98,90,30,282,185,685
32,031,004012,32031004012,Precinct No. 4012,7000000US32031004012,1485,1038,77,76,88,22,110,185,254
32,031,004014,32031004014,Precinct No. 4014,7000000US32031004014,2035,1289,111,97,179,33,231,231,464
32,031,004015,32031004015,Precinct No. 4015,7000000US32031004015,13,6,2,2,0,3,0,2,2
32,031,004016,32031004016,Precinct No. 4016,7000000US32031004016,3274,1912,237,116,255,61,405,521,998
32,031,004017,32031004017,Precinct No. 4017,7000000US32031004017,3029,1565,140,97,165,99,651,484,1223
32,031,004018,32031004018,Precinct No. 4018,7000000US32031004018,0,0,0,0,0,0,0,0,0
32,031,004019,32031004019,Precinct No. 4019,7000000US32031004019,2787,1456,112,125,197,103,547,437,1054
32,031,004020,32031004020,Precinct No. 4020,7000000US32031004020,853,360,71,40,53,11,228,149,402
32,031,004021,32031004021,Precinct No. 4021,7000000US32031004021,1088,676,27,18,165,13,109,154,242
32,031,004022,32031004022,Precinct No. 4022,7000000US32031004022,150,70,4,9,40,3,9,36,30
32,031,004023,32031004023,Precinct No. 4023,7000000US32031004023,1630,771,47,52,59,16,435,338,811
32,031,004024,32031004024,Precinct No. 4024,7000000US32031004024,1348,666,39,54,177,36,257,223,550
32,031,004025,32031004025,Precinct No. 4025,7000000US32031004025,1624,807,42,95,111,16,361,326,694
32,031,004026,32031004026,Precinct No. 4026,7000000US32031004026,8,1,0,1,0,0,3,3,5
32,031,004029,32031004029,Precinct No. 4029,7000000US32031004029,1,0,1,0,1,0,0,1,0
32,031,004032,32031004032,Precinct No. 4032,7000000US32031004032,2838,1801,128,119,187,35,328,423,771
32,031,004033,32031004033,Precinct No. 4033,7000000US32031004033,1721,1138,79,57,283,22,77,173,259
32,031,004035,32031004035,Precinct No. 4035,7000000US32031004035,3796,1993,155,196,362,61,735,587,1378
32,031,004036,32031004036,Precinct No. 4036,7000000US32031004036,1302,781,44,67,85,7,228,205,426
32,031,004037,32031004037,Precinct No. 4037,7000000US32031004037,2412,1301,114,106,183,34,440,372,885
32,031,004038,32031004038,Precinct No. 4038,7000000US32031004038,1273,760,54,49,122,31,178,178,350
32,031,004039,32031004039,Precinct No. 4039,7000000US32031004039,3032,1523,146,120,369,37,590,432,1097
32,031,004040,32031004040,Precinct No. 4040,7000000US32031004040,0,0,0,0,0,0,0,0,0
32,031,004041,32031004041,Precinct No. 4041,7000000US32031004041,3197,1767,168,142,208,96,611,424,1128
32,031,004042,32031004042,Precinct No. 4042,7000000US32031004042,0,0,0,0,0,0,0,0,0
32,031,004043,32031004043,Precinct No. 4043,7000000US32031004043,68,42,1,3,5,4,8,15,19
32,031,004045,32031004045,Precinct No. 4045,7000000US32031004045,1552,759,112,76,199,25,296,229,550
32,031,004046,32031004046,Precinct No. 4046,7000000US32031004046,782,394,40,43,75,19,137,146,304
32,031,004047,32031004047,Precinct No. 4047,7000000US32031004047,144,86,12,2,17,1,21,16,49
32,031,004051,32031004051,Precinct No. 4051,7000000US32031004051,0,0,0,0,0,0,0,0,0
32,031,004052,32031004052,Precinct No. 4052,7000000US32031004052,0,0,0,0,0,0,0,0,0
32,031,004053,32031004053,Precinct No. 4053,7000000US32031004053,3708,1704,285,113,339,80,821,541,1534
32,031,004054,32031004054,Precinct No. 4054,7000000US32031004054,0,0,0,0,0,0,0,0,0
32,031,004055,32031004055,Precinct No. 4055,7000000US32031004055,0,0,0,0,0,0,0,0,0
32,031,004056,32031004056,Precinct No. 4056,7000000US32031004056,0,0,0,0,0,0,0,0,0
32,031,005000,32031005000,Precinct No. 5000,7000000US32031005000,1026,824,30,26,42,4,45,105,130
32,031,005003,32031005003,Precinct No. 5003,7000000US32031005003,96,76,2,0,8,0,4,9,17
32,031,005005,32031005005,Precinct No. 5005,7000000US32031005005,1552,969,111,100,108,23,96,183,268
32,031,005006,32031005006,Precinct No. 5006,7000000US32031005006,1719,1270,82,62,151,18,63,226,243
32,031,005007,32031005007,Precinct No. 5007,7000000US32031005007,680,447,45,13,86,5,35,68,111
32,031,005008,32031005008,Precinct No. 5008,7000000US32031005008,1173,796,72,44,81,30,89,150,220
32,031,005009,32031005009,Precinct No. 5009,7000000US32031005009,1105,786,61,43,102,14,61,123,158
32,031,005010,32031005010,Precinct No. 5010,7000000US32031005010,1557,977,93,66,208,17,107,194,288
32,031,005011,32031005011,Precinct No. 5011,7000000US32031005011,1260,880,26,36,162,19,55,146,175
32,031,005012,32031005012,Precinct No. 5012,7000000US32031005012,696,500,12,13,121,6,37,54,95
32,031,005014,32031005014,Precinct No. 5014,7000000US32031005014,1079,775,21,45,112,3,37,183,143
32,031,005015,32031005015,Precinct No. 5015,7000000US32031005015,1070,764,27,27,140,1,49,115,141
32,031,005016,32031005016,Precinct No. 5016,7000000US32031005016,1860,1306,63,73,123,23,166,251,389
32,031,005018,32031005018,Precinct No. 5018,7000000US32031005018,1646,1117,82,71,107,14,144,234,388
32,031,005020,32031005020,Precinct No. 5020,7000000US32031005020,593,402,44,36,52,8,24,63,75
32,031,005022,32031005022,Precinct No. 5022,7000000US32031005022,1424,1045,43,62,106,30,77,162,226
32,031,005023,32031005023,Precinct No. 5023,7000000US32031005023,0,0,0,0,0,0,0,0,0
32,031,005024,32031005024,Precinct No. 5024,7000000US32031005024,2005,1381,70,92,155,68,132,296,371
32,031,005026,32031005026,Precinct No. 5026,7000000US32031005026,2082,1319,161,71,142,40,179,311,460
32,031,005027,32031005027,Precinct No. 5027,7000000US32031005027,2426,1522,201,61,418,28,121,352,405
32,031,005030,32031005030,Precinct No. 5030,7000000US32031005030,1345,1062,27,20,123,4,34,145,138
32,031,005031,32031005031,Precinct No. 5031,7000000US32031005031,1376,1162,18,29,97,2,39,89,90
32,031,005032,32031005032,Precinct No. 5032,7000000US32031005032,258,158,9,5,48,4,14,45,28
32,031,005033,32031005033,Precinct No. 5033,7000000US32031005033,1272,950,27,45,93,10,69,143,205
32,031,005034,32031005034,Precinct No. 5034,7000000US32031005034,1349,846,27,33,286,9,74,163,193
32,031,005035,32031005035,Precinct No. 5035,7000000US32031005035,2392,1540,61,70,390,19,187,284,508
32,031,005036,32031005036,Precinct No. 5036,7000000US32031005036,2173,1415,69,49,457,25,58,274,265
32,031,005039,32031005039,Precinct No. 5039,7000000US32031005039,109,83,2,3,11,0,0,21,13
32,031,005040,32031005040,Precinct No. 5040,7000000US32031005040,1499,1170,20,38,168,15,38,144,131
32,031,005041,32031005041,Precinct No. 5041,7000000US32031005041,1020,740,21,25,101,5,65,116,142
32,031,005045,32031005045,Precinct No. 5045,7000000US32031005045,2758,2169,45,47,318,40,62,253,209
32,031,005046,32031005046,Precinct No. 5046,7000000US32031005046,1792,1599,19,27,88,1,16,97,87
32,031,005047,32031005047,Precinct No. 5047,7000000US32031005047,420,326,7,7,38,0,10,46,51
32,031,005048,32031005048,Precinct No. 5048,7000000US32031005048,174,164,0,0,4,0,1,7,6
32,031,005049,32031005049,Precinct No. 5049,7000000US32031005049,0,0,0,0,0,0,0,0,0
32,031,005051,32031005051,Precinct No. 5051,7000000US32031005051,0,0,0,0,0,0,0,0,0
32,031,005053,32031005053,Precinct No. 5053,7000000US32031005053,55,40,0,2,4,0,4,8,10
32,031,005054,32031005054,Precinct No. 5054,7000000US32031005054,17,14,0,2,1,0,0,3,0
32,031,005056,32031005056,Precinct No. 5056,7000000US32031005056,1967,1524,119,62,152,8,35,161,146
32,031,005061,32031005061,Precinct No. 5061,7000000US32031005061,0,0,0,0,0,0,0,0,0
32,031,005062,32031005062,Precinct No. 5062,7000000US32031005062,1994,1422,77,63,256,29,81,241,268
32,031,005063,32031005063,Precinct No. 5063,7000000US32031005063,1388,840,172,73,60,21,131,147,272
32,031,005064,32031005064,Precinct No. 5064,7000000US32031005064,2858,1721,236,108,407,52,249,375,588
32,031,005065,32031005065,Precinct No. 5065,7000000US32031005065,0,0,0,0,0,0,0,0,0
32,031,005066,32031005066,Precinct No. 5066,7000000US32031005066,1289,824,46,20,258,17,63,122,194
32,031,006100,32031006100,Precinct No. 6100,7000000US32031006100,3049,1169,196,151,220,111,867,491,1494
32,031,006101,32031006101,Precinct No. 6101,7000000US32031006101,1350,344,15,71,31,12,699,218,1086
32,031,006104,32031006104,Precinct No. 6104,7000000US32031006104,0,0,0,0,0,0,0,0,0
32,031,006105,32031006105,Precinct No. 6105,7000000US32031006105,950,331,39,50,121,47,229,209,470
32,031,006106,32031006106,Precinct No. 6106,7000000US32031006106,955,419,18,34,72,8,293,148,464
32,031,006107,32031006107,Precinct No. 6107,7000000US32031006107,442,213,58,40,49,20,28,88,117
32,031,006108,32031006108,Precinct No. 6108,7000000US32031006108,3756,2084,311,168,242,53,615,499,1141
32,031,006109,32031006109,Precinct No. 6109,7000000US32031006109,1472,724,34,58,91,17,376,254,720
32,031,006110,32031006110,Precinct No. 6110,7000000US32031006110,1728,1003,77,130,91,20,279,252,607
32,031,006111,32031006111,Precinct No. 6111,7000000US32031006111,2061,1131,136,111,109,25,288,395,712
32,031,006113,32031006113,Precinct No. 6113,7000000US32031006113,1451,548,55,57,114,26,439,278,793
32,031,006114,32031006114,Precinct No. 6114,7000000US32031006114,3453,1573,185,172,234,80,940,482,1589
32,031,006115,32031006115,Precinct No. 6115,7000000US32031006115,75,37,11,8,14,1,5,15,20
32,031,006202,32031006202,Precinct No. 6202,7000000US32031006202,3711,1510,215,125,600,78,817,600,1480
32,031,006203,32031006203,Precinct No. 6203,7000000US32031006203,1542,617,111,81,161,53,360,243,675
32,031,006205,32031006205,Precinct No. 6205,7000000US32031006205,3294,878,99,122,372,57,1449,459,2047
32,031,006206,32031006206,Precinct No. 6206,7000000US32031006206,851,375,105,31,18,7,173,190,414
32,031,006207,32031006207,Precinct No. 6207,7000000US32031006207,22,3,3,4,1,1,0,14,17
32,031,006208,32031006208,Precinct No. 6208,7000000US32031006208,1090,595,20,41,57,7,241,169,475
32,031,006209,32031006209,Precinct No. 6209,7000000US32031006209,1023,388,35,41,30,6,389,189,618
32,031,006210,32031006210,Precinct No. 6210,7000000US32031006210,1918,902,60,64,143,25,545,294,924
32,031,006211,32031006211,Precinct No. 6211,7000000US32031006211,2163,1072,68,103,142,31,580,254,958
32,031,006212,32031006212,Precinct No. 6212,7000000US32031006212,597,346,40,18,70,2,67,93,161
32,031,006213,32031006213,Precinct No. 6213,7000000US32031006213,1253,608,42,77,70,17,277,236,551
32,031,006214,32031006214,Precinct No. 6214,7000000US32031006214,1243,706,43,55,109,29,173,225,388
32,031,006216,32031006216,Precinct No. 6216,7000000US32031006216,1229,767,61,61,62,14,169,197,359
32,031,006217,32031006217,Precinct No. 6217,7000000US32031006217,0,0,0,0,0,0,0,0,0
32,031,006218,32031006218,Precinct No. 6218,7000000US32031006218,0,0,0,0,0,0,0,0,0
32,031,006300,32031006300,Precinct No. 6300,7000000US32031006300,1373,973,66,41,76,10,109,172,282
32,031,006301,32031006301,Precinct No. 6301,7000000US32031006301,671,479,14,30,69,3,38,65,92
32,031,006302,32031006302,Precinct No. 6302,7000000US32031006302,1891,1073,100,97,169,47,274,284,579
32,031,006303,32031006303,Precinct No. 6303,7000000US32031006303,323,195,8,18,9,5,35,74,112
32,031,006306,32031006306,Precinct No. 6306,7000000US32031006306,3054,1794,182,86,362,78,340,379,799
32,031,006307,32031006307,Precinct No. 6307,7000000US32031006307,2266,1388,117,96,192,51,269,313,658
32,031,006308,32031006308,Precinct No. 6308,7000000US32031006308,1385,1111,23,38,135,8,24,112,119
32,031,006310,32031006310,Precinct No. 6310,7000000US32031006310,1164,793,59,34,144,17,89,105,231
32,031,006311,32031006311,Precinct No. 6311,7000000US32031006311,1538,1001,51,39,108,30,230,158,433
32,031,006313,32031006313,Precinct No. 6313,7000000US32031006313,2026,1347,94,48,283,9,147,215,353
32,031,006314,32031006314,Precinct No. 6314,7000000US32031006314,1116,701,44,45,152,32,74,151,214
32,031,006317,32031006317,Precinct No. 6317,7000000US32031006317,0,0,0,0,0,0,0,0,0
32,031,006318,32031006318,Precinct No. 6318,7000000US32031006318,309,202,8,13,30,3,23,54,58
32,031,006319,32031006319,Precinct No. 6319,7000000US32031006319,1629,1160,47,38,188,6,86,197,269
32,031,006320,32031006320,Precinct No. 6320,7000000US32031006320,2321,1443,113,79,336,41,170,309,478
32,031,006400,32031006400,Precinct No. 6400,7000000US32031006400,1406,971,37,55,131,19,99,199,223
32,031,006403,32031006403,Precinct No. 6403,7000000US32031006403,1958,1419,51,72,154,18,98,268,330
32,031,006405,32031006405,Precinct No. 6405,7000000US32031006405,1242,912,32,40,103,9,72,138,208
32,031,006411,32031006411,Precinct No. 6411,7000000US32031006411,1616,1232,30,38,144,9,78,175,216
32,031,006413,32031006413,Precinct No. 6413,7000000US32031006413,2256,1786,69,71,116,25,98,252,321
32,031,006414,32031006414,Precinct No. 6414,7000000US32031006414,0,0,0,0,0,0,0,0,0
32,031,006415,32031006415,Precinct No. 6415,7000000US32031006415,1235,1017,18,19,101,15,24,95,115
32,031,006416,32031006416,Precinct No. 6416,7000000US32031006416,2245,1660,107,79,176,35,88,248,339
32,031,006418,32031006418,Precinct No. 6418,7000000US32031006418,2491,1805,74,56,212,14,141,318,462
32,031,006422,32031006422,Precinct No. 6422,7000000US32031006422,1927,1526,41,43,119,8,74,209,276
32,031,006423,32031006423,Precinct No. 6423,7000000US32031006423,1945,1506,53,60,118,18,66,224,258
32,031,006425,32031006425,Precinct No. 6425,7000000US32031006425,3806,2600,179,97,352,50,278,519,774
32,031,006427,32031006427,Precinct No. 6427,7000000US32031006427,0,0,0,0,0,0,0,0,0
32,031,006500,32031006500,Precinct No. 6500,7000000US32031006500,2843,1848,93,98,355,68,232,350,537
32,031,006501,32031006501,Precinct No. 6501,7000000US32031006501,2553,1644,134,109,234,26,206,379,556
32,031,006503,32031006503,Precinct No. 6503,7000000US32031006503,9,7,1,1,0,0,0,0,1
32,031,006508,32031006508,Precinct No. 6508,7000000US32031006508,926,669,29,38,107,17,39,102,109
32,031,006511,32031006511,Precinct No. 6511,7000000US32031006511,1365,858,57,58,86,14,173,220,382
32,031,006513,32031006513,Precinct No. 6513,7000000US32031006513,1695,863,65,78,125,59,367,278,697
32,031,006514,32031006514,Precinct No. 6514,7000000US32031006514,2018,1116,70,106,175,10,321,370,694
32,031,006516,32031006516,Precinct No. 6516,7000000US32031006516,3033,1888,188,97,332,66,309,392,707
32,031,006519,32031006519,Precinct No. 6519,7000000US32031006519,2136,1445,56,93,164,19,234,273,482
32,031,006520,32031006520,Precinct No. 6520,7000000US32031006520,897,563,27,45,76,11,112,115,269
32,031,006521,32031006521,Precinct No. 6521,7000000US32031006521,591,384,33,11,56,4,46,77,143
32,031,006522,32031006522,Precinct No. 6522,7000000US32031006522,844,564,31,37,123,3,57,76,141
32,031,006523,32031006523,Precinct No. 6523,7000000US32031006523,500,250,28,25,108,22,24,115,128
32,031,006524,32031006524,Precinct No. 6524,7000000US32031006524,4090,2528,223,151,462,83,346,600,920
32,031,006525,32031006525,Precinct No. 6525,7000000US32031006525,240,165,11,3,9,1,19,39,64
32,031,006526,32031006526,Precinct No. 6526,7000000US32031006526,1070,591,44,64,69,17,179,165,377
32,031,006527,32031006527,Precinct No. 6527,7000000US32031006527,8,2,0,2,0,0,2,4,2
32,031,006528,32031006528,Precinct No. 6528,7000000US32031006528,0,0,0,0,0,0,0,0,0
32,031,006529,32031006529,Precinct No. 6529,7000000US32031006529,0,0,0,0,0,0,0,0,0
32,031,006530,32031006530,Precinct No. 6530,7000000US32031006530,0,0,0,0,0,0,0,0,0
32,031,006531,32031006531,Precinct No. 6531,7000000US32031006531,0,0,0,0,0,0,0,0,0
32,031,007100,32031007100,Precinct No. 7100,7000000US32031007100,7,4,1,2,0,0,0,2,2
32,031,007300,32031007300,Precinct No. 7300,7000000US32031007300,391,8,2,364,5,2,9,13,29
32,031,007302,32031007302,Precinct No. 7302,7000000US32031007302,1,0,0,1,0,0,0,0,1
32,031,007304,32031007304,Precinct No. 7304,7000000US32031007304,1298,605,56,44,58,58,354,176,557
32,031,007306,32031007306,Precinct No. 7306,7000000US32031007306,283,90,20,13,6,4,129,51,157
32,031,007307,32031007307,Precinct No. 7307,7000000US32031007307,47,35,0,0,3,3,2,8,6
32,031,007308,32031007308,Precinct No. 7308,7000000US32031007308,40,28,5,1,2,0,3,7,7
32,031,007309,32031007309,Precinct No. 7309,7000000US32031007309,18,5,2,5,1,0,2,10,14
32,031,007312,32031007312,Precinct No. 7312,7000000US32031007312,2115,913,36,130,53,18,646,428,1139
32,031,007313,32031007313,Precinct No. 7313,7000000US32031007313,651,315,10,36,21,10,192,104,345
32,031,007314,32031007314,Precinct No. 7314,7000000US32031007314,2054,944,26,96,75,22,587,405,1104
32,031,007315,32031007315,Precinct No. 7315,7000000US32031007315,21,5,1,0,1,2,5,11,13
32,031,007316,32031007316,Precinct No. 7316,7000000US32031007316,2860,1120,44,119,43,32,1136,484,1749
32,031,007317,32031007317,Precinct No. 7317,7000000US32031007317,18,8,1,2,1,0,2,4,7
32,031,007318,32031007318,Precinct No. 7318,7000000US32031007318,298,123,9,14,8,3,91,62,157
32,031,007319,32031007319,Precinct No. 7319,7000000US32031007319,41,27,0,3,3,1,5,6,6
32,031,007321,32031007321,Precinct No. 7321,7000000US32031007321,0,0,0,0,0,0,0,0,0
32,031,007400,32031007400,Precinct No. 7400,7000000US32031007400,48,39,2,7,0,0,0,2,1
32,031,007402,32031007402,Precinct No. 7402,7000000US32031007402,1792,1113,36,76,112,13,269,280,572
32,031,007403,32031007403,Precinct No. 7403,7000000US32031007403,5,3,0,2,0,0,0,0,1
32,031,007404,32031007404,Precinct No. 7404,7000000US32031007404,73,64,1,2,0,2,0,5,7
32,031,007406,32031007406,Precinct No. 7406,7000000US32031007406,4,3,1,0,0,0,0,1,1
32,031,007407,32031007407,Precinct No. 7407,7000000US32031007407,1789,1426,40,66,74,18,86,196,239
32,031,007408,32031007408,Precinct No. 7408,7000000US32031007408,1064,831,37,34,70,13,37,104,131
32,031,007410,32031007410,Precinct No. 7410,7000000US32031007410,1614,1262,35,58,73,14,63,219,240
32,031,007412,32031007412,Precinct No. 7412,7000000US32031007412,1244,349,16,800,21,9,33,102,130
32,031,007413,32031007413,Precinct No. 7413,7000000US32031007413,24,6,2,1,6,2,5,9,13
32,031,007414,32031007414,Precinct No. 7414,7000000US32031007414,2080,1645,35,81,78,12,97,238,309
32,031,007415,32031007415,Precinct No. 7415,7000000US32031007415,2374,1978,25,65,78,13,93,217,298
32,031,007416,32031007416,Precinct No. 7416,7000000US32031007416,1386,1127,27,68,32,13,45,151,151
32,031,007417,32031007417,Precinct No. 7417,7000000US32031007417,1422,1156,17,34,60,9,64,145,168
32,031,007418,32031007418,Precinct No. 7418,7000000US32031007418,1788,1485,22,56,57,11,60,182,186
32,031,007424,32031007424,Precinct No. 7424,7000000US32031007424,107,76,1,7,3,0,14,10,22
32,031,007425,32031007425,Precinct No. 7425,7000000US32031007425,1915,1535,37,87,77,27,71,228,240
32,031,007426,32031007426,Precinct No. 7426,7000000US32031007426,40,34,1,0,0,0,0,6,2
32,031,007428,32031007428,Precinct No. 7428,7000000US32031007428,5,5,0,0,0,0,0,0,0
32,031,007430,32031007430,Precinct No. 7430,7000000US32031007430,1610,1313,33,74,58,12,39,187,169
32,031,007431,32031007431,Precinct No. 7431,7000000US32031007431,102,88,2,5,5,2,0,12,5
32,031,007433,32031007433,Precinct No. 7433,7000000US32031007433,144,116,0,4,10,4,2,14,13
32,031,007500,32031007500,Precinct No. 7500,7000000US32031007500,239,194,1,9,17,2,7,18,38
32,031,007501,32031007501,Precinct No. 7501,7000000US32031007501,673,363,6,51,9,10,199,57,339
32,031,007502,32031007502,Precinct No. 7502,7000000US32031007502,2567,1298,89,144,105,53,602,431,1200
32,031,007503,32031007503,Precinct No. 7503,7000000US32031007503,115,43,7,16,12,2,27,26,48
32,031,007504,32031007504,Precinct No. 7504,7000000US32031007504,2405,1235,67,93,83,28,663,328,1110
32,031,007505,32031007505,Precinct No. 7505,7000000US32031007505,873,407,16,37,36,9,226,179,463
32,031,007506,32031007506,Precinct No. 7506,7000000US32031007506,688,562,8,34,16,14,21,78,77
32,031,007507,32031007507,Precinct No. 7507,7000000US32031007507,408,303,11,19,11,5,35,44,83
32,031,007508,32031007508,Precinct No. 7508,7000000US32031007508,158,103,11,4,11,1,20,18,40
32,031,007509,32031007509,Precinct No. 7509,7000000US32031007509,48,4,1,11,9,8,3,25,21
32,031,007512,32031007512,Precinct No. 7512,7000000US32031007512,138,108,1,4,6,0,16,6,32
32,031,007513,32031007513,Precinct No. 7513,7000000US32031007513,1532,890,19,71,41,12,297,271,625
32,031,007514,32031007514,Precinct No. 7514,7000000US32031007514,1469,695,29,74,30,14,426,270,799
32,031,007516,32031007516,Precinct No. 7516,7000000US32031007516,63,50,6,6,1,1,0,10,8
32,031,007517,32031007517,Precinct No. 7517,7000000US32031007517,674,353,26,30,32,4,133,125,277
32,031,007518,32031007518,Precinct No. 7518,7000000US32031007518,0,0,0,0,0,0,0,0,0
32,031,007519,32031007519,Precinct No. 7519,7000000US32031007519,854,751,7,24,20,5,20,70,72
32,031,007520,32031007520,Precinct No. 7520,7000000US32031007520,1830,1269,30,102,43,10,211,261,469
32,031,007521,32031007521,Precinct No. 7521,7000000US32031007521,111,72,5,14,1,1,14,15,16
32,031,007522,32031007522,Precinct No. 7522,7000000US32031007522,130,123,3,1,1,0,1,2,8
32,031,007523,32031007523,Precinct No. 7523,7000000US32031007523,2950,2300,64,141,122,20,146,376,469
32,031,007524,32031007524,Precinct No. 7524,7000000US32031007524,1072,841,19,53,35,12,69,113,141
32,031,007525,32031007525,Precinct No. 7525,7000000US32031007525,2744,1995,34,144,52,21,290,356,637
32,031,007526,32031007526,Precinct No. 7526,7000000US32031007526,1202,1011,11,29,43,1,30,122,94
32,031,007527,32031007527,Precinct No. 7527,7000000US32031007527,686,554,14,13,17,5,36,70,116
32,031,007528,32031007528,Precinct No. 7528,7000000US32031007528,38,22,1,3,1,1,9,6,7
32,031,007529,32031007529,Precinct No. 7529,7000000US32031007529,425,363,11,23,12,3,0,30,22
32,031,007531,32031007531,Precinct No. 7531,7000000US32031007531,61,36,3,0,6,5,11,12,22
32,031,007532,32031007532,Precinct No. 7532,7000000US32031007532,1055,941,7,41,27,7,4,86,59
32,031,007533,32031007533,Precinct No. 7533,7000000US32031007533,731,345,10,45,13,9,212,125,388
32,031,007534,32031007534,Precinct No. 7534,7000000US32031007534,240,120,10,22,3,2,69,42,108
32,031,007536,32031007536,Precinct No. 7536,7000000US32031007536,2280,1702,95,138,123,33,83,343,373
32,031,007537,32031007537,Precinct No. 7537,7000000US32031007537,457,204,5,15,3,4,185,51,255
32,031,007539,32031007539,Precinct No. 7539,7000000US32031007539,3,2,0,1,0,0,0,1,2
32,031,007540,32031007540,Precinct No. 7540,7000000US32031007540,524,447,10,14,17,2,14,47,41
32,031,007541,32031007541,Precinct No. 7541,7000000US32031007541,2233,1718,55,81,105,29,174,220,435
32,031,007543,32031007543,Precinct No. 7543,7000000US32031007543,1136,876,30,54,27,9,78,130,192
32,031,007546,32031007546,Precinct No. 7546,7000000US32031007546,7,2,3,1,0,0,0,3,2
32,031,007547,32031007547,Precinct No. 7547,7000000US32031007547,136,82,6,18,7,5,4,36,30
32,031,007548,32031007548,Precinct No. 7548,7000000US32031007548,9,1,0,3,5,0,0,3,0
